,text,Label
6983,mastt,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
6984,good,"(Category tensor(1), tensor(1), tensor([0.1475, 0.8525]))"
6985,its a very nice and trustworthy App to order your medicine very fast delivery 🙂,"(Category tensor(1), tensor(1), tensor([0.0034, 0.9966]))"
6986,Worst experience of my first only they are not given delivery date and almost 3days over still I didn't get my order vere pathetic service pharmeasy far better than this,"(Category tensor(1), tensor(1), tensor([0.0012, 0.9988]))"
6987,charged extra amount then what was mentioned on bill.. I got the bill of 504 inside parcel (the amount shown at the time of ordering ) but on parcel it was 529. this is wrong.,"(Category tensor(1), tensor(1), tensor([0.0531, 0.9469]))"
6988,worst they will not give ontime see March 6,"(Category tensor(1), tensor(1), tensor([0.0068, 0.9932]))"
6989,good,"(Category tensor(1), tensor(1), tensor([0.1475, 0.8525]))"
6990,excellent,"(Category tensor(1), tensor(1), tensor([0.2360, 0.7640]))"
6991,just extraordinary!!!,"(Category tensor(1), tensor(1), tensor([9.2101e-04, 9.9908e-01]))"
6992,gud,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
6993,Guys don't order medicine from here ...worst app I ever seen..they will say they will deliver medicine with in 2 days but they will take 3-4 days .. they should understand medicine is mandatory need for all us.,"(Category tensor(1), tensor(1), tensor([0.0058, 0.9942]))"
6994,Super,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
6995,excellent,"(Category tensor(1), tensor(1), tensor([0.2360, 0.7640]))"
6996,good,"(Category tensor(1), tensor(1), tensor([0.1475, 0.8525]))"
6997,. Logon o l,"(Category tensor(1), tensor(1), tensor([0.0030, 0.9970]))"
6998,Really faithful,"(Category tensor(1), tensor(1), tensor([0.0899, 0.9101]))"
6999,easy to use and good discount,"(Category tensor(1), tensor(1), tensor([0.4007, 0.5993]))"
7000,Good so far,"(Category tensor(1), tensor(1), tensor([0.4467, 0.5533]))"
7001,nice,"(Category tensor(1), tensor(1), tensor([0.2413, 0.7587]))"
7002,awesome,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
7003,While you are unable to provide discount then at least exclude the delivery charge.,"(Category tensor(1), tensor(1), tensor([0.0029, 0.9971]))"
7004,Good game,"(Category tensor(1), tensor(1), tensor([0.1556, 0.8444]))"
7005,😁,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
7006,good,"(Category tensor(1), tensor(1), tensor([0.1475, 0.8525]))"
7007,They will show u different amount in app and at the time of delivery for cash on delivery u hve to pay delivery charge also. This should be highlight before ordering,"(Category tensor(1), tensor(1), tensor([1.2487e-04, 9.9988e-01]))"
7008,very low discount. so I placed order to another e pharmacy. good bye. thank you.,"(Category tensor(1), tensor(1), tensor([0.1269, 0.8731]))"
7009,good service,"(Category tensor(1), tensor(1), tensor([0.1043, 0.8957]))"
7010,They cheat on you about return they charge cancellation money and it's not mentioned anywhere.,"(Category tensor(1), tensor(1), tensor([0.0048, 0.9952]))"
7011,"it's the alladin ka chirag, mehengai ke khilaf.","(Category tensor(1), tensor(1), tensor([1.2175e-04, 9.9988e-01]))"
7012,good,"(Category tensor(1), tensor(1), tensor([0.1475, 0.8525]))"
7013,World's no. 1 worst app.👎,"(Category tensor(1), tensor(1), tensor([5.2602e-04, 9.9947e-01]))"
7014,"Fraud Company, They never refund payments Get a higher price than MRP","(Category tensor(1), tensor(1), tensor([1.1542e-04, 9.9988e-01]))"
7015,delay in delivery.,"(Category tensor(0), tensor(0), tensor([0.7199, 0.2801]))"
7016,I didn't have option for rating below 1. Medicine package shows delivered on app. No clue at all when it is going to be delivered.,"(Category tensor(1), tensor(1), tensor([0.0323, 0.9677]))"
7017,bad bad bad not working properly,"(Category tensor(1), tensor(1), tensor([0.1431, 0.8569]))"
7018,"Worst app ever.. Evrry time loading loading and loading and hang. I am surprised why so much graphics in chart. If want to open chart, wait for 5 min to load.. If by chance chart open, you cannt set indicators beacause the main OK button on indicator will hide inside the chart.. Insort i hate complete I trade as well as Mo investor.. Thank for making me able to switch to other demat broker. Kamlesh..","(Category tensor(1), tensor(1), tensor([0.0022, 0.9978]))"
7019,"worst app with worst customercare support. its been more than 9 days since i had requested a doctor for consultation and still nothing has happened, when talking to customercare they say they would help as soon as possible but they don't even care what customer says, i have talked more than 5-6 times with the customercare but nothing has happened i asked for the refund also they said they would initiate refund within 24hrs but its already 3rd day and nothing has happened not a single message.","(Category tensor(1), tensor(1), tensor([0.0232, 0.9768]))"
7020,good,"(Category tensor(1), tensor(1), tensor([0.1475, 0.8525]))"
7021,Why netmeds need access to my contact for signup and work? Discount are hoax local vendors offer better price then this,"(Category tensor(1), tensor(1), tensor([4.7672e-05, 9.9995e-01]))"
7022,Most of the medicine I searched where not present in the app.,"(Category tensor(1), tensor(1), tensor([0.0365, 0.9635]))"
7023,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
7024,Really satisfied to buy health products. should use everyones,"(Category tensor(1), tensor(1), tensor([0.0053, 0.9947]))"
7025,nice discount,"(Category tensor(1), tensor(1), tensor([0.1426, 0.8574]))"
7026,excellent,"(Category tensor(1), tensor(1), tensor([0.2360, 0.7640]))"
7027,if u won't gives discount rate which u show in every product then why you show's people that bulsheet discounted rate.nobody use this app who knows about other beneficial medicine apps which is better than this,"(Category tensor(1), tensor(1), tensor([7.3227e-05, 9.9993e-01]))"
7028,great experience,"(Category tensor(1), tensor(1), tensor([0.0791, 0.9209]))"
7029,"This application is really bad and full hang, all market related updations are false data don't use this app","(Category tensor(1), tensor(1), tensor([1.9786e-05, 9.9998e-01]))"
7030,Very user friendly,"(Category tensor(1), tensor(1), tensor([0.0062, 0.9938]))"
7031,Done,"(Category tensor(1), tensor(1), tensor([0.2317, 0.7683]))"
7032,Please dont go with this brokerage... Very high brokerage ..even though u make profit u will endup in negative balance... customer call they wont pickup calls even though after keep trying for half an hour.,"(Category tensor(1), tensor(1), tensor([0.0615, 0.9385]))"
7033,It Good 😁,"(Category tensor(1), tensor(1), tensor([0.1290, 0.8710]))"
7034,Love this game Though sometimes it makes me rage.🙃🙃🙃🙃😄😄😄😄,"(Category tensor(1), tensor(1), tensor([8.0355e-04, 9.9920e-01]))"
7035,Geometry Dash Lite is a fun and challinging game at the same time and it really helps to play it when you are bored so i recomend to downlode it you wont regret it,"(Category tensor(1), tensor(1), tensor([0.2827, 0.7173]))"
7036,TIS okay but I want the full version,"(Category tensor(1), tensor(1), tensor([4.3522e-05, 9.9996e-01]))"
7037,I love this app so much🤩,"(Category tensor(1), tensor(1), tensor([0.0057, 0.9943]))"
7038,Me have your word well done,"(Category tensor(1), tensor(1), tensor([0.0143, 0.9857]))"
7039,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
7040,Horrible,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
7041,This game is good,"(Category tensor(1), tensor(1), tensor([0.0077, 0.9923]))"
7042,It's very fun and challenging,"(Category tensor(1), tensor(1), tensor([0.0012, 0.9988]))"
7043,I hate this game.,"(Category tensor(1), tensor(1), tensor([0.0233, 0.9767]))"
7044,Soap God,"(Category tensor(1), tensor(1), tensor([0.0103, 0.9897]))"
7045,(Read My Name Then Read What I Said) Likes Ur Game Edit:This Was A Joke Great game,"(Category tensor(1), tensor(1), tensor([9.0657e-04, 9.9909e-01]))"
7046,Robtop please please just remove cycles xstep clutterfunk toe and electroman adventures from it,"(Category tensor(1), tensor(1), tensor([0.0017, 0.9983]))"
7047,I like it,"(Category tensor(1), tensor(1), tensor([0.1768, 0.8232]))"
7048,Poopie,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
7049,"Guys, this is my favorite jumping games ever. The music is fun, the gameplay is fun, the word fun perfectly defines this game. I really liked it!","(Category tensor(1), tensor(1), tensor([0.0333, 0.9667]))"
7050,"The game was very fun to play offline, but I rated this 4 stars because of the ads. But when you play offline, you dont get adds","(Category tensor(1), tensor(1), tensor([3.6036e-04, 9.9964e-01]))"
7051,Best Game Ever!,"(Category tensor(1), tensor(1), tensor([0.4903, 0.5097]))"
7052,It's kinda like normal version but less levels and u can't create games and play the gauntlets but other than that everything is good,"(Category tensor(1), tensor(1), tensor([8.4976e-05, 9.9992e-01]))"
7053,SO GOOOOOOD AND FUNNNN AND THE MUSIC IS EPICCCC,"(Category tensor(1), tensor(1), tensor([4.4225e-05, 9.9996e-01]))"
7054,Did You Know,"(Category tensor(1), tensor(1), tensor([0.2840, 0.7160]))"
7055,This the best game that has been created on the play store because when I first saw it I wanted to download it but my tablet could bosibly crash but I downloaded it just to see after 2 min it was finished downloading and when I opened it it was all good although I have 1 gb of ram and 887 was used with me in the zoom meeting with my teacher the game was smooth and I recommend every human bean to download this asome app that RobTop made it 💯💯💯💯,"(Category tensor(1), tensor(1), tensor([2.4827e-04, 9.9975e-01]))"
7056,Too easy,"(Category tensor(1), tensor(1), tensor([0.1648, 0.8352]))"
7057,saya mag laro nito,"(Category tensor(1), tensor(1), tensor([0.0337, 0.9663]))"
7058,Lablab,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
7059,This game is literally my child hood I love this game and I really enjoy it thanks bye!,"(Category tensor(1), tensor(1), tensor([0.0024, 0.9976]))"
7060,5 years check,"(Category tensor(1), tensor(1), tensor([0.0228, 0.9772]))"
7061,Very fun reminds me of alot of memories simple yet hard and fun,"(Category tensor(1), tensor(1), tensor([1.1576e-05, 9.9999e-01]))"
7062,It's gud,"(Category tensor(1), tensor(1), tensor([0.0150, 0.9850]))"
7063,Fun but chaling,"(Category tensor(1), tensor(1), tensor([0.0699, 0.9301]))"
7064,Great game 👍👍👍👍👍👍,"(Category tensor(1), tensor(1), tensor([0.0240, 0.9760]))"
7065,Very good game I play it soo many times but the problem is they make a lots of confuse level but the game is very fun and good love the game play it right now if you want.😊,"(Category tensor(1), tensor(1), tensor([0.0788, 0.9212]))"
7066,💪,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
7067,Hey I think the guy or girl who made this is dead-end 🇧🇭🦊💦,"(Category tensor(1), tensor(1), tensor([3.1298e-05, 9.9997e-01]))"
7068,Peaceful 2,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
7069,"This game is just fun, Entertaining, and amazing. As the levels to up ofc they get harder, which makes the experience much Funner than it ready is. The details of each maps are just Unspeakable. The game doesn't lag as much, unless u have low Wifi. There may be a couple adds, but U could skip most of them after a few seconds. Overall, Fun game, I recommend definitely If u wanna have fun.","(Category tensor(1), tensor(1), tensor([0.0104, 0.9896]))"
7070,I like this game. And I want to share a news. I FLUKED THEROY OF EVERYTHING FROM 36% TO 96%. 😭😭,"(Category tensor(1), tensor(1), tensor([1.0980e-06, 1.0000e+00]))"
7071,"The only reason why I gave it a 1 star is because I'm trash at the game, but it is actually a good game I just suck lol.","(Category tensor(1), tensor(1), tensor([0.0158, 0.9842]))"
7072,nice game it will make challange,"(Category tensor(1), tensor(1), tensor([0.0348, 0.9652]))"
7073,This game is great. I can play it wherever I go. I also have the full verson on my pc and there is much more levels. There are not many ads either which I like. Rather than that I thing this is a great game.,"(Category tensor(1), tensor(1), tensor([0.0047, 0.9953]))"
7074,This is fun. But it's a game that makes me rage a lot so that's why 4 stars,"(Category tensor(1), tensor(1), tensor([0.0090, 0.9910]))"
7075,I'm frustrated but sort of interested 🤔,"(Category tensor(1), tensor(1), tensor([0.0015, 0.9985]))"
7076,"Every time i open this game, it kicks me out. I uninstalled it and reinstalled over and over again but nothing worked! Please fix this RobTop. Im on a samsung device. Please help. Il change my review once its fixed :(","(Category tensor(1), tensor(1), tensor([6.0842e-04, 9.9939e-01]))"
7077,Dude i like this game cuz it kills ure time if ure bored or something this is a great! Game for u,"(Category tensor(1), tensor(1), tensor([0.0046, 0.9954]))"
7078,BAD!I hate this type of nonsense,"(Category tensor(1), tensor(1), tensor([4.6840e-04, 9.9953e-01]))"
7079,I gotta say something to JNL_legend kid your three you don't know what a gold digger is you don't know how to spell and this is to everyone who says it's hard THE FIRST LEVEL IS NOT HARD YOUR JIST BAD anyways great game and I support robtob,"(Category tensor(1), tensor(1), tensor([3.9313e-05, 9.9996e-01]))"
7080,This is just good that's all,"(Category tensor(1), tensor(1), tensor([0.1564, 0.8436]))"
7081,Good gamel,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
7082,Nice game like the music lol,"(Category tensor(1), tensor(1), tensor([0.0598, 0.9402]))"
7083,I passed all of the levels and got all colors all skins and all rides in geomoetry dash lite from:odin to:robtop games ive played this for 8 years xoxo,"(Category tensor(1), tensor(1), tensor([3.1740e-06, 1.0000e+00]))"
7084,It is cool,"(Category tensor(1), tensor(1), tensor([0.0252, 0.9748]))"
7085,It is a raging game but it is fun once you get into the game a bit I'm stuck on can't let go,"(Category tensor(0), tensor(0), tensor([0.8314, 0.1686]))"
7086,Can you make the level more Easter because I hate how that they are solo hard and can you take off the a row one on all the level,"(Category tensor(1), tensor(1), tensor([0.2193, 0.7807]))"
7087,This game is awesome the only downside is the crashes when I load up the game it crashes sometimes maybe try too fix this ty,"(Category tensor(1), tensor(1), tensor([0.0011, 0.9989]))"
7088,I found this game on scratch,"(Category tensor(1), tensor(1), tensor([0.0065, 0.9935]))"
7089,Ur mom,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
7090,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
7091,This is a good app,"(Category tensor(1), tensor(1), tensor([1.4628e-04, 9.9985e-01]))"
7092,Jd,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
7093,খুব ভালো লাগলো,"(Category tensor(1), tensor(1), tensor([0.0460, 0.9540]))"
7094,Gems,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
7095,iam in good,"(Category tensor(1), tensor(1), tensor([0.4558, 0.5442]))"
7096,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
7097,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
7098,"बेहतरीन,,एप्प","(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
7099,Best this Application.,"(Category tensor(0), tensor(0), tensor([0.9263, 0.0737]))"
